path,file_type,field_or_key,shape_or_columns,category_mapping,spatial_alignment_evidence,temporal_alignment_evidence,notes,source,source_scope
analysis/phase31_physics_input_recovery_readiness/physics_input_inventory.json,json,static_map_dem_evidence.static_map_records.2.semantic_role,,source_sink_terms,,,Matched terms: drainage,,prior_analysis
analysis/phase31_physics_input_recovery_readiness/physics_input_inventory.json,json,static_map_dem_evidence.static_map_records.2.semantic_role,,DEM/static_elevation_alignment,,,"Matched terms: dem, static",,prior_analysis
analysis/phase31_physics_input_recovery_readiness/physics_input_inventory.json,json,static_map_dem_evidence.static_map_records.2.shape.0,,DEM/static_elevation_alignment,,,"Matched terms: dem, static",,prior_analysis
analysis/phase31_physics_input_recovery_readiness/physics_input_inventory.json,json,static_map_dem_evidence.static_map_records.2.shape.1,,DEM/static_elevation_alignment,,,"Matched terms: dem, static",,prior_analysis
analysis/phase31_physics_input_recovery_readiness/physics_input_inventory.json,json,static_map_dem_evidence.static_map_records.2.shape_compatible_with_128x128,,DEM/static_elevation_alignment,,,"Matched terms: dem, static",,prior_analysis
analysis/phase31_physics_input_recovery_readiness/physics_input_inventory.json,json,static_map_dem_evidence.static_map_records.2.shape_compatible_with_representative_flood,,hydrodynamic_state_variables,,,Matched terms: flood,,prior_analysis
analysis/phase31_physics_input_recovery_readiness/physics_input_inventory.json,json,static_map_dem_evidence.static_map_records.2.shape_compatible_with_representative_flood,,DEM/static_elevation_alignment,,,"Matched terms: dem, static",,prior_analysis
analysis/phase31_physics_input_recovery_readiness/physics_input_inventory.json,json,static_map_dem_evidence.static_map_records.2.stats_status,,DEM/static_elevation_alignment,,,"Matched terms: dem, static",,prior_analysis
analysis/phase31_physics_input_recovery_readiness/physics_input_inventory.json,json,static_map_dem_evidence.static_map_records.3.dtype,,DEM/static_elevation_alignment,,,"Matched terms: dem, static",,prior_analysis
analysis/phase31_physics_input_recovery_readiness/physics_input_inventory.json,json,static_map_dem_evidence.static_map_records.3.error,,DEM/static_elevation_alignment,,,"Matched terms: dem, static",,prior_analysis
analysis/phase31_physics_input_recovery_readiness/physics_input_inventory.json,json,static_map_dem_evidence.static_map_records.3.max,,DEM/static_elevation_alignment,,,"Matched terms: dem, static",,prior_analysis
analysis/phase31_physics_input_recovery_readiness/physics_input_inventory.json,json,static_map_dem_evidence.static_map_records.3.mean,,DEM/static_elevation_alignment,,,"Matched terms: dem, static",,prior_analysis
analysis/phase31_physics_input_recovery_readiness/physics_input_inventory.json,json,static_map_dem_evidence.static_map_records.3.min,,DEM/static_elevation_alignment,,,"Matched terms: dem, static",,prior_analysis
analysis/phase31_physics_input_recovery_readiness/physics_input_inventory.json,json,static_map_dem_evidence.static_map_records.3.name,,DEM/static_elevation_alignment,,,"Matched terms: absolute_dem, dem, static",,prior_analysis
analysis/phase31_physics_input_recovery_readiness/physics_input_inventory.json,json,static_map_dem_evidence.static_map_records.3.path,,hydrodynamic_state_variables,,,Matched terms: flood,,prior_analysis
analysis/phase31_physics_input_recovery_readiness/physics_input_inventory.json,json,static_map_dem_evidence.static_map_records.3.path,,DEM/static_elevation_alignment,,,"Matched terms: absolute_dem, dem, static",,prior_analysis
analysis/phase31_physics_input_recovery_readiness/physics_input_inventory.json,json,static_map_dem_evidence.static_map_records.3.semantic_role,,DEM/static_elevation_alignment,,,"Matched terms: dem, elevation, static",,prior_analysis
analysis/phase31_physics_input_recovery_readiness/physics_input_inventory.json,json,static_map_dem_evidence.static_map_records.3.shape.0,,DEM/static_elevation_alignment,,,"Matched terms: dem, static",,prior_analysis
analysis/phase31_physics_input_recovery_readiness/physics_input_inventory.json,json,static_map_dem_evidence.static_map_records.3.shape.1,,DEM/static_elevation_alignment,,,"Matched terms: dem, static",,prior_analysis
analysis/phase31_physics_input_recovery_readiness/physics_input_inventory.json,json,static_map_dem_evidence.static_map_records.3.shape_compatible_with_128x128,,DEM/static_elevation_alignment,,,"Matched terms: dem, static",,prior_analysis
analysis/phase31_physics_input_recovery_readiness/physics_input_inventory.json,json,static_map_dem_evidence.static_map_records.3.shape_compatible_with_representative_flood,,hydrodynamic_state_variables,,,Matched terms: flood,,prior_analysis
analysis/phase31_physics_input_recovery_readiness/physics_input_inventory.json,json,static_map_dem_evidence.static_map_records.3.shape_compatible_with_representative_flood,,DEM/static_elevation_alignment,,,"Matched terms: dem, static",,prior_analysis
analysis/phase31_physics_input_recovery_readiness/physics_input_inventory.json,json,static_map_dem_evidence.static_map_records.3.stats_status,,DEM/static_elevation_alignment,,,"Matched terms: dem, static",,prior_analysis
analysis/phase31_physics_input_recovery_readiness/physics_input_inventory.json,json,static_map_dem_evidence.static_map_records.4.dtype,,DEM/static_elevation_alignment,,,"Matched terms: dem, static",,prior_analysis
analysis/phase31_physics_input_recovery_readiness/physics_input_inventory.json,json,static_map_dem_evidence.static_map_records.4.error,,DEM/static_elevation_alignment,,,"Matched terms: dem, static",,prior_analysis
analysis/phase31_physics_input_recovery_readiness/physics_input_inventory.json,json,static_map_dem_evidence.static_map_records.4.max,,DEM/static_elevation_alignment,,,"Matched terms: dem, static",,prior_analysis
analysis/phase31_physics_input_recovery_readiness/physics_input_inventory.json,json,static_map_dem_evidence.static_map_records.4.mean,,DEM/static_elevation_alignment,,,"Matched terms: dem, static",,prior_analysis
analysis/phase31_physics_input_recovery_readiness/physics_input_inventory.json,json,static_map_dem_evidence.static_map_records.4.min,,DEM/static_elevation_alignment,,,"Matched terms: dem, static",,prior_analysis
analysis/phase31_physics_input_recovery_readiness/physics_input_inventory.json,json,static_map_dem_evidence.static_map_records.4.name,,DEM/static_elevation_alignment,,,"Matched terms: dem, static",,prior_analysis
analysis/phase31_physics_input_recovery_readiness/physics_input_inventory.json,json,static_map_dem_evidence.static_map_records.4.path,,hydrodynamic_state_variables,,,Matched terms: flood,,prior_analysis
analysis/phase31_physics_input_recovery_readiness/physics_input_inventory.json,json,static_map_dem_evidence.static_map_records.4.path,,DEM/static_elevation_alignment,,,"Matched terms: dem, static",,prior_analysis
analysis/phase31_physics_input_recovery_readiness/physics_input_inventory.json,json,static_map_dem_evidence.static_map_records.4.semantic_role,,DEM/static_elevation_alignment,,,"Matched terms: dem, static",,prior_analysis
analysis/phase31_physics_input_recovery_readiness/physics_input_inventory.json,json,static_map_dem_evidence.static_map_records.4.shape.0,,DEM/static_elevation_alignment,,,"Matched terms: dem, static",,prior_analysis
analysis/phase31_physics_input_recovery_readiness/physics_input_inventory.json,json,static_map_dem_evidence.static_map_records.4.shape.1,,DEM/static_elevation_alignment,,,"Matched terms: dem, static",,prior_analysis
analysis/phase31_physics_input_recovery_readiness/physics_input_inventory.json,json,static_map_dem_evidence.static_map_records.4.shape_compatible_with_128x128,,DEM/static_elevation_alignment,,,"Matched terms: dem, static",,prior_analysis
analysis/phase31_physics_input_recovery_readiness/physics_input_inventory.json,json,static_map_dem_evidence.static_map_records.4.shape_compatible_with_representative_flood,,hydrodynamic_state_variables,,,Matched terms: flood,,prior_analysis
analysis/phase31_physics_input_recovery_readiness/physics_input_inventory.json,json,static_map_dem_evidence.static_map_records.4.shape_compatible_with_representative_flood,,DEM/static_elevation_alignment,,,"Matched terms: dem, static",,prior_analysis
analysis/phase31_physics_input_recovery_readiness/physics_input_inventory.json,json,static_map_dem_evidence.static_map_records.4.stats_status,,DEM/static_elevation_alignment,,,"Matched terms: dem, static",,prior_analysis
analysis/phase31_physics_input_recovery_readiness/physics_input_inventory.json,json,static_map_dem_evidence.static_map_records.5.dtype,,DEM/static_elevation_alignment,,,"Matched terms: dem, static",,prior_analysis
analysis/phase31_physics_input_recovery_readiness/physics_input_inventory.json,json,static_map_dem_evidence.static_map_records.5.error,,DEM/static_elevation_alignment,,,"Matched terms: dem, static",,prior_analysis
analysis/phase31_physics_input_recovery_readiness/physics_input_inventory.json,json,static_map_dem_evidence.static_map_records.5.max,,DEM/static_elevation_alignment,,,"Matched terms: dem, static",,prior_analysis
analysis/phase31_physics_input_recovery_readiness/physics_input_inventory.json,json,static_map_dem_evidence.static_map_records.5.mean,,DEM/static_elevation_alignment,,,"Matched terms: dem, static",,prior_analysis
analysis/phase31_physics_input_recovery_readiness/physics_input_inventory.json,json,static_map_dem_evidence.static_map_records.5.min,,DEM/static_elevation_alignment,,,"Matched terms: dem, static",,prior_analysis
analysis/phase31_physics_input_recovery_readiness/physics_input_inventory.json,json,static_map_dem_evidence.static_map_records.5.name,,DEM/static_elevation_alignment,,,"Matched terms: dem, static",,prior_analysis
analysis/phase31_physics_input_recovery_readiness/physics_input_inventory.json,json,static_map_dem_evidence.static_map_records.5.path,,hydrodynamic_state_variables,,,Matched terms: flood,,prior_analysis
analysis/phase31_physics_input_recovery_readiness/physics_input_inventory.json,json,static_map_dem_evidence.static_map_records.5.path,,DEM/static_elevation_alignment,,,"Matched terms: dem, static",,prior_analysis
analysis/phase31_physics_input_recovery_readiness/physics_input_inventory.json,json,static_map_dem_evidence.static_map_records.5.semantic_role,,source_sink_terms,,,Matched terms: drainage,,prior_analysis
analysis/phase31_physics_input_recovery_readiness/physics_input_inventory.json,json,static_map_dem_evidence.static_map_records.5.semantic_role,,DEM/static_elevation_alignment,,,"Matched terms: dem, static",,prior_analysis
analysis/phase31_physics_input_recovery_readiness/physics_input_inventory.json,json,static_map_dem_evidence.static_map_records.5.shape.0,,DEM/static_elevation_alignment,,,"Matched terms: dem, static",,prior_analysis
analysis/phase31_physics_input_recovery_readiness/physics_input_inventory.json,json,static_map_dem_evidence.static_map_records.5.shape.1,,DEM/static_elevation_alignment,,,"Matched terms: dem, static",,prior_analysis
analysis/phase31_physics_input_recovery_readiness/physics_input_inventory.json,json,static_map_dem_evidence.static_map_records.5.shape_compatible_with_128x128,,DEM/static_elevation_alignment,,,"Matched terms: dem, static",,prior_analysis
analysis/phase31_physics_input_recovery_readiness/physics_input_inventory.json,json,static_map_dem_evidence.static_map_records.5.shape_compatible_with_representative_flood,,hydrodynamic_state_variables,,,Matched terms: flood,,prior_analysis
analysis/phase31_physics_input_recovery_readiness/physics_input_inventory.json,json,static_map_dem_evidence.static_map_records.5.shape_compatible_with_representative_flood,,DEM/static_elevation_alignment,,,"Matched terms: dem, static",,prior_analysis
analysis/phase31_physics_input_recovery_readiness/physics_input_inventory.json,json,static_map_dem_evidence.static_map_records.5.stats_status,,DEM/static_elevation_alignment,,,"Matched terms: dem, static",,prior_analysis
analysis/phase31_physics_input_recovery_readiness/physics_input_inventory.json,json,static_map_dem_evidence.static_map_records.6.dtype,,DEM/static_elevation_alignment,,,"Matched terms: dem, static",,prior_analysis
analysis/phase31_physics_input_recovery_readiness/physics_input_inventory.json,json,static_map_dem_evidence.static_map_records.6.error,,DEM/static_elevation_alignment,,,"Matched terms: dem, static",,prior_analysis
analysis/phase31_physics_input_recovery_readiness/physics_input_inventory.json,json,static_map_dem_evidence.static_map_records.6.max,,DEM/static_elevation_alignment,,,"Matched terms: dem, static",,prior_analysis
analysis/phase31_physics_input_recovery_readiness/physics_input_inventory.json,json,static_map_dem_evidence.static_map_records.6.mean,,DEM/static_elevation_alignment,,,"Matched terms: dem, static",,prior_analysis
analysis/phase31_physics_input_recovery_readiness/physics_input_inventory.json,json,static_map_dem_evidence.static_map_records.6.min,,DEM/static_elevation_alignment,,,"Matched terms: dem, static",,prior_analysis
analysis/phase31_physics_input_recovery_readiness/physics_input_inventory.json,json,static_map_dem_evidence.static_map_records.6.name,,DEM/static_elevation_alignment,,,"Matched terms: absolute_dem, dem, static",,prior_analysis
analysis/phase31_physics_input_recovery_readiness/physics_input_inventory.json,json,static_map_dem_evidence.static_map_records.6.path,,hydrodynamic_state_variables,,,Matched terms: flood,,prior_analysis
analysis/phase31_physics_input_recovery_readiness/physics_input_inventory.json,json,static_map_dem_evidence.static_map_records.6.path,,DEM/static_elevation_alignment,,,"Matched terms: absolute_dem, dem, static",,prior_analysis
analysis/phase31_physics_input_recovery_readiness/physics_input_inventory.json,json,static_map_dem_evidence.static_map_records.6.semantic_role,,DEM/static_elevation_alignment,,,"Matched terms: dem, elevation, static",,prior_analysis
analysis/phase31_physics_input_recovery_readiness/physics_input_inventory.json,json,static_map_dem_evidence.static_map_records.6.shape.0,,DEM/static_elevation_alignment,,,"Matched terms: dem, static",,prior_analysis
analysis/phase31_physics_input_recovery_readiness/physics_input_inventory.json,json,static_map_dem_evidence.static_map_records.6.shape.1,,DEM/static_elevation_alignment,,,"Matched terms: dem, static",,prior_analysis
analysis/phase31_physics_input_recovery_readiness/physics_input_inventory.json,json,static_map_dem_evidence.static_map_records.6.shape_compatible_with_128x128,,DEM/static_elevation_alignment,,,"Matched terms: dem, static",,prior_analysis
analysis/phase31_physics_input_recovery_readiness/physics_input_inventory.json,json,static_map_dem_evidence.static_map_records.6.shape_compatible_with_representative_flood,,hydrodynamic_state_variables,,,Matched terms: flood,,prior_analysis
analysis/phase31_physics_input_recovery_readiness/physics_input_inventory.json,json,static_map_dem_evidence.static_map_records.6.shape_compatible_with_representative_flood,,DEM/static_elevation_alignment,,,"Matched terms: dem, static",,prior_analysis
analysis/phase31_physics_input_recovery_readiness/physics_input_inventory.json,json,static_map_dem_evidence.static_map_records.6.stats_status,,DEM/static_elevation_alignment,,,"Matched terms: dem, static",,prior_analysis
analysis/phase31_physics_input_recovery_readiness/physics_input_inventory.json,json,static_map_dem_evidence.static_map_records.7.dtype,,DEM/static_elevation_alignment,,,"Matched terms: dem, static",,prior_analysis
analysis/phase31_physics_input_recovery_readiness/physics_input_inventory.json,json,static_map_dem_evidence.static_map_records.7.error,,DEM/static_elevation_alignment,,,"Matched terms: dem, static",,prior_analysis
analysis/phase31_physics_input_recovery_readiness/physics_input_inventory.json,json,static_map_dem_evidence.static_map_records.7.max,,DEM/static_elevation_alignment,,,"Matched terms: dem, static",,prior_analysis
analysis/phase31_physics_input_recovery_readiness/physics_input_inventory.json,json,static_map_dem_evidence.static_map_records.7.mean,,DEM/static_elevation_alignment,,,"Matched terms: dem, static",,prior_analysis
analysis/phase31_physics_input_recovery_readiness/physics_input_inventory.json,json,static_map_dem_evidence.static_map_records.7.min,,DEM/static_elevation_alignment,,,"Matched terms: dem, static",,prior_analysis
analysis/phase31_physics_input_recovery_readiness/physics_input_inventory.json,json,static_map_dem_evidence.static_map_records.7.name,,DEM/static_elevation_alignment,,,"Matched terms: dem, static",,prior_analysis
analysis/phase31_physics_input_recovery_readiness/physics_input_inventory.json,json,static_map_dem_evidence.static_map_records.7.path,,hydrodynamic_state_variables,,,Matched terms: flood,,prior_analysis
analysis/phase31_physics_input_recovery_readiness/physics_input_inventory.json,json,static_map_dem_evidence.static_map_records.7.path,,DEM/static_elevation_alignment,,,"Matched terms: dem, static",,prior_analysis
analysis/phase31_physics_input_recovery_readiness/physics_input_inventory.json,json,static_map_dem_evidence.static_map_records.7.semantic_role,,DEM/static_elevation_alignment,,,"Matched terms: dem, static",,prior_analysis
analysis/phase31_physics_input_recovery_readiness/physics_input_inventory.json,json,static_map_dem_evidence.static_map_records.7.shape.0,,DEM/static_elevation_alignment,,,"Matched terms: dem, static",,prior_analysis
analysis/phase31_physics_input_recovery_readiness/physics_input_inventory.json,json,static_map_dem_evidence.static_map_records.7.shape.1,,DEM/static_elevation_alignment,,,"Matched terms: dem, static",,prior_analysis
analysis/phase31_physics_input_recovery_readiness/physics_input_inventory.json,json,static_map_dem_evidence.static_map_records.7.shape_compatible_with_128x128,,DEM/static_elevation_alignment,,,"Matched terms: dem, static",,prior_analysis
analysis/phase31_physics_input_recovery_readiness/physics_input_inventory.json,json,static_map_dem_evidence.static_map_records.7.shape_compatible_with_representative_flood,,hydrodynamic_state_variables,,,Matched terms: flood,,prior_analysis
analysis/phase31_physics_input_recovery_readiness/physics_input_inventory.json,json,static_map_dem_evidence.static_map_records.7.shape_compatible_with_representative_flood,,DEM/static_elevation_alignment,,,"Matched terms: dem, static",,prior_analysis
analysis/phase31_physics_input_recovery_readiness/physics_input_inventory.json,json,static_map_dem_evidence.static_map_records.7.stats_status,,DEM/static_elevation_alignment,,,"Matched terms: dem, static",,prior_analysis
analysis/phase31_physics_input_recovery_readiness/physics_input_inventory.json,json,static_map_dem_evidence.static_map_records.8.dtype,,DEM/static_elevation_alignment,,,"Matched terms: dem, static",,prior_analysis
analysis/phase31_physics_input_recovery_readiness/physics_input_inventory.json,json,static_map_dem_evidence.static_map_records.8.error,,DEM/static_elevation_alignment,,,"Matched terms: dem, static",,prior_analysis
analysis/phase31_physics_input_recovery_readiness/physics_input_inventory.json,json,static_map_dem_evidence.static_map_records.8.max,,DEM/static_elevation_alignment,,,"Matched terms: dem, static",,prior_analysis
analysis/phase31_physics_input_recovery_readiness/physics_input_inventory.json,json,static_map_dem_evidence.static_map_records.8.mean,,DEM/static_elevation_alignment,,,"Matched terms: dem, static",,prior_analysis
analysis/phase31_physics_input_recovery_readiness/physics_input_inventory.json,json,static_map_dem_evidence.static_map_records.8.min,,DEM/static_elevation_alignment,,,"Matched terms: dem, static",,prior_analysis
analysis/phase31_physics_input_recovery_readiness/physics_input_inventory.json,json,static_map_dem_evidence.static_map_records.8.name,,DEM/static_elevation_alignment,,,"Matched terms: dem, static",,prior_analysis
analysis/phase31_physics_input_recovery_readiness/physics_input_inventory.json,json,static_map_dem_evidence.static_map_records.8.path,,hydrodynamic_state_variables,,,Matched terms: flood,,prior_analysis
analysis/phase31_physics_input_recovery_readiness/physics_input_inventory.json,json,static_map_dem_evidence.static_map_records.8.path,,DEM/static_elevation_alignment,,,"Matched terms: dem, static",,prior_analysis
analysis/phase31_physics_input_recovery_readiness/physics_input_inventory.json,json,static_map_dem_evidence.static_map_records.8.semantic_role,,source_sink_terms,,,Matched terms: drainage,,prior_analysis
analysis/phase31_physics_input_recovery_readiness/physics_input_inventory.json,json,static_map_dem_evidence.static_map_records.8.semantic_role,,DEM/static_elevation_alignment,,,"Matched terms: dem, static",,prior_analysis
analysis/phase31_physics_input_recovery_readiness/physics_input_inventory.json,json,static_map_dem_evidence.static_map_records.8.shape.0,,DEM/static_elevation_alignment,,,"Matched terms: dem, static",,prior_analysis
analysis/phase31_physics_input_recovery_readiness/physics_input_inventory.json,json,static_map_dem_evidence.static_map_records.8.shape.1,,DEM/static_elevation_alignment,,,"Matched terms: dem, static",,prior_analysis
analysis/phase31_physics_input_recovery_readiness/physics_input_inventory.json,json,static_map_dem_evidence.static_map_records.8.shape_compatible_with_128x128,,DEM/static_elevation_alignment,,,"Matched terms: dem, static",,prior_analysis
analysis/phase31_physics_input_recovery_readiness/physics_input_inventory.json,json,static_map_dem_evidence.static_map_records.8.shape_compatible_with_representative_flood,,hydrodynamic_state_variables,,,Matched terms: flood,,prior_analysis
analysis/phase31_physics_input_recovery_readiness/physics_input_inventory.json,json,static_map_dem_evidence.static_map_records.8.shape_compatible_with_representative_flood,,DEM/static_elevation_alignment,,,"Matched terms: dem, static",,prior_analysis
analysis/phase31_physics_input_recovery_readiness/physics_input_inventory.json,json,static_map_dem_evidence.static_map_records.8.stats_status,,DEM/static_elevation_alignment,,,"Matched terms: dem, static",,prior_analysis
analysis/phase31_physics_input_recovery_readiness/physics_input_inventory.json,json,static_map_dem_evidence.static_map_records.9.dtype,,DEM/static_elevation_alignment,,,"Matched terms: dem, static",,prior_analysis
analysis/phase31_physics_input_recovery_readiness/physics_input_inventory.json,json,static_map_dem_evidence.static_map_records.9.error,,DEM/static_elevation_alignment,,,"Matched terms: dem, static",,prior_analysis
analysis/phase31_physics_input_recovery_readiness/physics_input_inventory.json,json,static_map_dem_evidence.static_map_records.9.max,,DEM/static_elevation_alignment,,,"Matched terms: dem, static",,prior_analysis
analysis/phase31_physics_input_recovery_readiness/physics_input_inventory.json,json,static_map_dem_evidence.static_map_records.9.mean,,DEM/static_elevation_alignment,,,"Matched terms: dem, static",,prior_analysis
analysis/phase31_physics_input_recovery_readiness/physics_input_inventory.json,json,static_map_dem_evidence.static_map_records.9.min,,DEM/static_elevation_alignment,,,"Matched terms: dem, static",,prior_analysis
analysis/phase31_physics_input_recovery_readiness/physics_input_inventory.json,json,static_map_dem_evidence.static_map_records.9.name,,DEM/static_elevation_alignment,,,"Matched terms: absolute_dem, dem, static",,prior_analysis
analysis/phase31_physics_input_recovery_readiness/physics_input_inventory.json,json,static_map_dem_evidence.static_map_records.9.path,,hydrodynamic_state_variables,,,Matched terms: flood,,prior_analysis
analysis/phase31_physics_input_recovery_readiness/physics_input_inventory.json,json,static_map_dem_evidence.static_map_records.9.path,,DEM/static_elevation_alignment,,,"Matched terms: absolute_dem, dem, static",,prior_analysis
analysis/phase31_physics_input_recovery_readiness/physics_input_inventory.json,json,static_map_dem_evidence.static_map_records.9.semantic_role,,DEM/static_elevation_alignment,,,"Matched terms: dem, elevation, static",,prior_analysis
analysis/phase31_physics_input_recovery_readiness/physics_input_inventory.json,json,static_map_dem_evidence.static_map_records.9.shape.0,,DEM/static_elevation_alignment,,,"Matched terms: dem, static",,prior_analysis
analysis/phase31_physics_input_recovery_readiness/physics_input_inventory.json,json,static_map_dem_evidence.static_map_records.9.shape.1,,DEM/static_elevation_alignment,,,"Matched terms: dem, static",,prior_analysis
analysis/phase31_physics_input_recovery_readiness/physics_input_inventory.json,json,static_map_dem_evidence.static_map_records.9.shape_compatible_with_128x128,,DEM/static_elevation_alignment,,,"Matched terms: dem, static",,prior_analysis
analysis/phase31_physics_input_recovery_readiness/physics_input_inventory.json,json,static_map_dem_evidence.static_map_records.9.shape_compatible_with_representative_flood,,hydrodynamic_state_variables,,,Matched terms: flood,,prior_analysis
analysis/phase31_physics_input_recovery_readiness/physics_input_inventory.json,json,static_map_dem_evidence.static_map_records.9.shape_compatible_with_representative_flood,,DEM/static_elevation_alignment,,,"Matched terms: dem, static",,prior_analysis
analysis/phase31_physics_input_recovery_readiness/physics_input_inventory.json,json,static_map_dem_evidence.static_map_records.9.stats_status,,DEM/static_elevation_alignment,,,"Matched terms: dem, static",,prior_analysis
analysis/phase31_physics_input_recovery_readiness/physics_input_inventory.json,json,static_map_dem_evidence.static_map_records.10.dtype,,DEM/static_elevation_alignment,,,"Matched terms: dem, static",,prior_analysis
analysis/phase31_physics_input_recovery_readiness/physics_input_inventory.json,json,static_map_dem_evidence.static_map_records.10.error,,DEM/static_elevation_alignment,,,"Matched terms: dem, static",,prior_analysis
analysis/phase31_physics_input_recovery_readiness/physics_input_inventory.json,json,static_map_dem_evidence.static_map_records.10.max,,DEM/static_elevation_alignment,,,"Matched terms: dem, static",,prior_analysis
analysis/phase31_physics_input_recovery_readiness/physics_input_inventory.json,json,static_map_dem_evidence.static_map_records.10.mean,,DEM/static_elevation_alignment,,,"Matched terms: dem, static",,prior_analysis
analysis/phase31_physics_input_recovery_readiness/physics_input_inventory.json,json,static_map_dem_evidence.static_map_records.10.min,,DEM/static_elevation_alignment,,,"Matched terms: dem, static",,prior_analysis
analysis/phase31_physics_input_recovery_readiness/physics_input_inventory.json,json,static_map_dem_evidence.static_map_records.10.name,,DEM/static_elevation_alignment,,,"Matched terms: dem, static",,prior_analysis
analysis/phase31_physics_input_recovery_readiness/physics_input_inventory.json,json,static_map_dem_evidence.static_map_records.10.path,,hydrodynamic_state_variables,,,Matched terms: flood,,prior_analysis
analysis/phase31_physics_input_recovery_readiness/physics_input_inventory.json,json,static_map_dem_evidence.static_map_records.10.path,,DEM/static_elevation_alignment,,,"Matched terms: dem, static",,prior_analysis
analysis/phase31_physics_input_recovery_readiness/physics_input_inventory.json,json,static_map_dem_evidence.static_map_records.10.semantic_role,,DEM/static_elevation_alignment,,,"Matched terms: dem, static",,prior_analysis
analysis/phase31_physics_input_recovery_readiness/physics_input_inventory.json,json,static_map_dem_evidence.static_map_records.10.shape.0,,DEM/static_elevation_alignment,,,"Matched terms: dem, static",,prior_analysis
analysis/phase31_physics_input_recovery_readiness/physics_input_inventory.json,json,static_map_dem_evidence.static_map_records.10.shape.1,,DEM/static_elevation_alignment,,,"Matched terms: dem, static",,prior_analysis
analysis/phase31_physics_input_recovery_readiness/physics_input_inventory.json,json,static_map_dem_evidence.static_map_records.10.shape_compatible_with_128x128,,DEM/static_elevation_alignment,,,"Matched terms: dem, static",,prior_analysis
analysis/phase31_physics_input_recovery_readiness/physics_input_inventory.json,json,static_map_dem_evidence.static_map_records.10.shape_compatible_with_representative_flood,,hydrodynamic_state_variables,,,Matched terms: flood,,prior_analysis
analysis/phase31_physics_input_recovery_readiness/physics_input_inventory.json,json,static_map_dem_evidence.static_map_records.10.shape_compatible_with_representative_flood,,DEM/static_elevation_alignment,,,"Matched terms: dem, static",,prior_analysis
analysis/phase31_physics_input_recovery_readiness/physics_input_inventory.json,json,static_map_dem_evidence.static_map_records.10.stats_status,,DEM/static_elevation_alignment,,,"Matched terms: dem, static",,prior_analysis
analysis/phase31_physics_input_recovery_readiness/physics_input_inventory.json,json,static_map_dem_evidence.static_map_records.11.dtype,,DEM/static_elevation_alignment,,,"Matched terms: dem, static",,prior_analysis
analysis/phase31_physics_input_recovery_readiness/physics_input_inventory.json,json,static_map_dem_evidence.static_map_records.11.error,,DEM/static_elevation_alignment,,,"Matched terms: dem, static",,prior_analysis
analysis/phase31_physics_input_recovery_readiness/physics_input_inventory.json,json,static_map_dem_evidence.static_map_records.11.max,,DEM/static_elevation_alignment,,,"Matched terms: dem, static",,prior_analysis
analysis/phase31_physics_input_recovery_readiness/physics_input_inventory.json,json,static_map_dem_evidence.static_map_records.11.mean,,DEM/static_elevation_alignment,,,"Matched terms: dem, static",,prior_analysis
analysis/phase31_physics_input_recovery_readiness/physics_input_inventory.json,json,static_map_dem_evidence.static_map_records.11.min,,DEM/static_elevation_alignment,,,"Matched terms: dem, static",,prior_analysis
analysis/phase31_physics_input_recovery_readiness/physics_input_inventory.json,json,static_map_dem_evidence.static_map_records.11.name,,DEM/static_elevation_alignment,,,"Matched terms: dem, static",,prior_analysis
analysis/phase31_physics_input_recovery_readiness/physics_input_inventory.json,json,static_map_dem_evidence.static_map_records.11.path,,hydrodynamic_state_variables,,,Matched terms: flood,,prior_analysis
analysis/phase31_physics_input_recovery_readiness/physics_input_inventory.json,json,static_map_dem_evidence.static_map_records.11.path,,DEM/static_elevation_alignment,,,"Matched terms: dem, static",,prior_analysis
analysis/phase31_physics_input_recovery_readiness/physics_input_inventory.json,json,static_map_dem_evidence.static_map_records.11.semantic_role,,source_sink_terms,,,Matched terms: drainage,,prior_analysis
analysis/phase31_physics_input_recovery_readiness/physics_input_inventory.json,json,static_map_dem_evidence.static_map_records.11.semantic_role,,DEM/static_elevation_alignment,,,"Matched terms: dem, static",,prior_analysis
analysis/phase31_physics_input_recovery_readiness/physics_input_inventory.json,json,static_map_dem_evidence.static_map_records.11.shape.0,,DEM/static_elevation_alignment,,,"Matched terms: dem, static",,prior_analysis
analysis/phase31_physics_input_recovery_readiness/physics_input_inventory.json,json,static_map_dem_evidence.static_map_records.11.shape.1,,DEM/static_elevation_alignment,,,"Matched terms: dem, static",,prior_analysis
analysis/phase31_physics_input_recovery_readiness/physics_input_inventory.json,json,static_map_dem_evidence.static_map_records.11.shape_compatible_with_128x128,,DEM/static_elevation_alignment,,,"Matched terms: dem, static",,prior_analysis
analysis/phase31_physics_input_recovery_readiness/physics_input_inventory.json,json,static_map_dem_evidence.static_map_records.11.shape_compatible_with_representative_flood,,hydrodynamic_state_variables,,,Matched terms: flood,,prior_analysis
analysis/phase31_physics_input_recovery_readiness/physics_input_inventory.json,json,static_map_dem_evidence.static_map_records.11.shape_compatible_with_representative_flood,,DEM/static_elevation_alignment,,,"Matched terms: dem, static",,prior_analysis
analysis/phase31_physics_input_recovery_readiness/physics_input_inventory.json,json,static_map_dem_evidence.static_map_records.11.stats_status,,DEM/static_elevation_alignment,,,"Matched terms: dem, static",,prior_analysis
